Code,Title,Description,Source
56221,Waste Treatment and Disposal,Waste Treatment and Disposal,NAICS
562211,Hazardous Waste Treatment and Disposal,Hazardous Waste Treatment and Disposal,NAICS
562212,Solid Waste Landfill,Solid Waste Landfill,NAICS
562213,Solid Waste Combustors and Incinerators,Solid Waste Combustors and Incinerators,NAICS
562219,Other Nonhazardous Waste Treatment and Disposal,Other Nonhazardous Waste Treatment and Disposal,NAICS
5629,Remediation and Other Waste Management Services,Remediation and Other Waste Management Services,NAICS
56291,Remediation Services,Remediation Services,NAICS
562910,Remediation Services,Remediation Services,NAICS
56292,Materials Recovery Facilities,Materials Recovery Facilities,NAICS
562920,Materials Recovery Facilities,Materials Recovery Facilities,NAICS
56299,All Other Waste Management Services,All Other Waste Management Services,NAICS
562991,Septic Tank and Related Services,Septic Tank and Related Services,NAICS
562998,All Other Miscellaneous Waste Management Services,All Other Miscellaneous Waste Management Services,NAICS
61,Educational Services,Educational Services,NAICS
611,Educational ServicesT,Educational ServicesT,NAICS
6111,Elementary and Secondary SchoolsT,Elementary and Secondary SchoolsT,NAICS
61111,Elementary and Secondary Schools,Elementary and Secondary Schools,NAICS
611110,Elementary and Secondary Schools,Elementary and Secondary Schools,NAICS
6112,Junior CollegesT,Junior CollegesT,NAICS
61121,Junior CollegesT,Junior CollegesT,NAICS
611210,Junior Colleges,Junior Colleges,NAICS
6113,"Colleges, Universities, and Professional SchoolsT","Colleges, Universities, and Professional SchoolsT",NAICS
61131,"Colleges, Universities, and Professional SchoolsT","Colleges, Universities, and Professional SchoolsT",NAICS
611310,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",NAICS
6114,Business Schools and Computer and Management TrainingT,Business Schools and Computer and Management TrainingT,NAICS
61141,Business and Secretarial SchoolsT,Business and Secretarial SchoolsT,NAICS
611410,Business and Secretarial Schools,Business and Secretarial Schools,NAICS
61142,Computer TrainingT,Computer TrainingT,NAICS
611420,Computer Training,Computer Training,NAICS
61143,Professional and Management Development TrainingT,Professional and Management Development TrainingT,NAICS
611430,Professional and Management Development Training,Professional and Management Development Training,NAICS
6115,Technical and Trade SchoolsT,Technical and Trade SchoolsT,NAICS
61151,Technical and Trade SchoolsT,Technical and Trade SchoolsT,NAICS
611511,Cosmetology and Barber Schools,Cosmetology and Barber Schools,NAICS
611512,Flight Training,Flight Training,NAICS
611513,Apprenticeship Training,Apprenticeship Training,NAICS
611519,Other Technical and Trade Schools,Other Technical and Trade Schools,NAICS
6116,Other Schools and InstructionT,Other Schools and InstructionT,NAICS
61161,Fine Arts SchoolsT,Fine Arts SchoolsT,NAICS
611610,Fine Arts Schools,Fine Arts Schools,NAICS
61162,Sports and Recreation InstructionT,Sports and Recreation InstructionT,NAICS
611620,Sports and Recreation Instruction,Sports and Recreation Instruction,NAICS
61163,Language SchoolsT,Language SchoolsT,NAICS
611630,Language Schools,Language Schools,NAICS
61169,All Other Schools and InstructionT,All Other Schools and InstructionT,NAICS
611691,Exam Preparation and Tutoring,Exam Preparation and Tutoring,NAICS
611692,Automobile Driving Schools,Automobile Driving Schools,NAICS
611699,All Other Miscellaneous Schools and Instruction,All Other Miscellaneous Schools and Instruction,NAICS
6117,Educational Support ServicesT,Educational Support ServicesT,NAICS
61171,Educational Support ServicesT,Educational Support ServicesT,NAICS
611710,Educational Support Services,Educational Support Services,NAICS
62,Health Care and Social Assistance,Health Care and Social Assistance,NAICS
621,Ambulatory Health Care ServicesT,Ambulatory Health Care ServicesT,NAICS
6211,Offices of PhysiciansT,Offices of PhysiciansT,NAICS
62111,Offices of PhysiciansT,Offices of PhysiciansT,NAICS
621111,Offices of Physicians (except Mental Health Specialists),Offices of Physicians (except Mental Health Specialists),NAICS
621112,"Offices of Physicians, Mental Health Specialists","Offices of Physicians, Mental Health Specialists",NAICS
6212,Offices of DentistsT,Offices of DentistsT,NAICS
62121,Offices of DentistsT,Offices of DentistsT,NAICS
621210,Offices of Dentists,Offices of Dentists,NAICS
6213,Offices of Other Health PractitionersT,Offices of Other Health PractitionersT,NAICS
62131,Offices of ChiropractorsT,Offices of ChiropractorsT,NAICS
621310,Offices of Chiropractors,Offices of Chiropractors,NAICS
62132,Offices of OptometristsT,Offices of OptometristsT,NAICS
621320,Offices of Optometrists,Offices of Optometrists,NAICS
62133,Offices of Mental Health Practitioners (except Physicians)T,Offices of Mental Health Practitioners (except Physicians)T,NAICS
621330,Offices of Mental Health Practitioners (except Physicians),Offices of Mental Health Practitioners (except Physicians),NAICS
62134,"Offices of Physical, Occupational and Speech Therapists, and AudiologistsT","Offices of Physical, Occupational and Speech Therapists, and AudiologistsT",NAICS
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists","Offices of Physical, Occupational and Speech Therapists, and Audiologists",NAICS
62139,Offices of All Other Health PractitionersT,Offices of All Other Health PractitionersT,NAICS
621391,Offices of Podiatrists,Offices of Podiatrists,NAICS
621399,Offices of All Other Miscellaneous Health Practitioners,Offices of All Other Miscellaneous Health Practitioners,NAICS
6214,Outpatient Care CentersT,Outpatient Care CentersT,NAICS
62141,Family Planning CentersT,Family Planning CentersT,NAICS
621410,Family Planning Centers,Family Planning Centers,NAICS
62142,Outpatient Mental Health and Substance Abuse CentersT,Outpatient Mental Health and Substance Abuse CentersT,NAICS
621420,Outpatient Mental Health and Substance Abuse Centers,Outpatient Mental Health and Substance Abuse Centers,NAICS
62149,Other Outpatient Care CentersT,Other Outpatient Care CentersT,NAICS
621491,HMO Medical Centers,HMO Medical Centers,NAICS
621492,Kidney Dialysis Centers,Kidney Dialysis Centers,NAICS
621493,Freestanding Ambulatory Surgical and Emergency Centers,Freestanding Ambulatory Surgical and Emergency Centers,NAICS
621498,All Other Outpatient Care Centers,All Other Outpatient Care Centers,NAICS
6215,Medical and Diagnostic LaboratoriesT,Medical and Diagnostic LaboratoriesT,NAICS
62151,Medical and Diagnostic LaboratoriesT,Medical and Diagnostic LaboratoriesT,NAICS
621511,Medical Laboratories,Medical Laboratories,NAICS
621512,Diagnostic Imaging Centers,Diagnostic Imaging Centers,NAICS
6216,Home Health Care ServicesT,Home Health Care ServicesT,NAICS
62161,Home Health Care ServicesT,Home Health Care ServicesT,NAICS
621610,Home Health Care Services,Home Health Care Services,NAICS
6219,Other Ambulatory Health Care ServicesT,Other Ambulatory Health Care ServicesT,NAICS
62191,Ambulance ServicesT,Ambulance ServicesT,NAICS
621910,Ambulance Services,Ambulance Services,NAICS
62199,All Other Ambulatory Health Care ServicesT,All Other Ambulatory Health Care ServicesT,NAICS
621991,Blood and Organ Banks,Blood and Organ Banks,NAICS
621999,All Other Miscellaneous Ambulatory Health Care Services,All Other Miscellaneous Ambulatory Health Care Services,NAICS
622,HospitalsT,HospitalsT,NAICS
6221,General Medical and Surgical HospitalsT,General Medical and Surgical HospitalsT,NAICS
62211,General Medical and Surgical HospitalsT,General Medical and Surgical HospitalsT,NAICS
622110,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,NAICS
6222,Psychiatric and Substance Abuse HospitalsT,Psychiatric and Substance Abuse HospitalsT,NAICS
62221,Psychiatric and Substance Abuse HospitalsT,Psychiatric and Substance Abuse HospitalsT,NAICS
622210,Psychiatric and Substance Abuse Hospitals,Psychiatric and Substance Abuse Hospitals,NAICS
6223,Specialty (except Psychiatric and Substance Abuse) HospitalsT,Specialty (except Psychiatric and Substance Abuse) HospitalsT,NAICS
62231,Specialty (except Psychiatric and Substance Abuse) HospitalsT,Specialty (except Psychiatric and Substance Abuse) HospitalsT,NAICS
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,NAICS
623,Nursing and Residential Care FacilitiesT,Nursing and Residential Care FacilitiesT,NAICS
6231,Nursing Care Facilities (Skilled Nursing Facilities)T,Nursing Care Facilities (Skilled Nursing Facilities)T,NAICS
62311,Nursing Care Facilities (Skilled Nursing Facilities)T,Nursing Care Facilities (Skilled Nursing Facilities)T,NAICS
623110,Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),NAICS
6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities","Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",NAICS
62321,Residential Intellectual and Developmental Disability FacilitiesT,Residential Intellectual and Developmental Disability FacilitiesT,NAICS
623210,Residential Intellectual and Developmental Disability Facilities,Residential Intellectual and Developmental Disability Facilities,NAICS
62322,Residential Mental Health and Substance Abuse FacilitiesT,Residential Mental Health and Substance Abuse FacilitiesT,NAICS
623220,Residential Mental Health and Substance Abuse Facilities,Residential Mental Health and Substance Abuse Facilities,NAICS
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the ElderlyT,Continuing Care Retirement Communities and Assisted Living Facilities for the ElderlyT,NAICS
62331,Continuing Care Retirement Communities and Assisted Living Facilities for the ElderlyT,Continuing Care Retirement Communities and Assisted Living Facilities for the ElderlyT,NAICS
623311,Continuing Care Retirement Communities,Continuing Care Retirement Communities,NAICS
623312,Assisted Living Facilities for the Elderly,Assisted Living Facilities for the Elderly,NAICS
6239,Other Residential Care FacilitiesT,Other Residential Care FacilitiesT,NAICS
62399,Other Residential Care FacilitiesT,Other Residential Care FacilitiesT,NAICS
623990,Other Residential Care Facilities,Other Residential Care Facilities,NAICS
624,Social AssistanceT,Social AssistanceT,NAICS
6241,Individual and Family ServicesT,Individual and Family ServicesT,NAICS
62411,Child and Youth ServicesT,Child and Youth ServicesT,NAICS
624110,Child and Youth Services,Child and Youth Services,NAICS
62412,Services for the Elderly and Persons with DisabilitiesT,Services for the Elderly and Persons with DisabilitiesT,NAICS
624120,Services for the Elderly and Persons with Disabilities,Services for the Elderly and Persons with Disabilities,NAICS
62419,Other Individual and Family ServicesT,Other Individual and Family ServicesT,NAICS
624190,Other Individual and Family Services,Other Individual and Family Services,NAICS
6242,"Community Food and Housing, and Emergency and Other Relief ServicesT","Community Food and Housing, and Emergency and Other Relief ServicesT",NAICS
62421,Community Food ServicesT,Community Food ServicesT,NAICS
624210,Community Food Services,Community Food Services,NAICS
62422,Community Housing ServicesT,Community Housing ServicesT,NAICS
624221,Temporary Shelters,Temporary Shelters,NAICS
624229,Other Community Housing Services,Other Community Housing Services,NAICS
62423,Emergency and Other Relief ServicesT,Emergency and Other Relief ServicesT,NAICS
624230,Emergency and Other Relief Services,Emergency and Other Relief Services,NAICS
6243,Vocational Rehabilitation ServicesT,Vocational Rehabilitation ServicesT,NAICS
62431,Vocational Rehabilitation ServicesT,Vocational Rehabilitation ServicesT,NAICS
624310,Vocational Rehabilitation Services,Vocational Rehabilitation Services,NAICS
6244,Child Care ServicesT,Child Care ServicesT,NAICS
62441,Child Care ServicesT,Child Care ServicesT,NAICS
624410,Child Care Services,Child Care Services,NAICS
71,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",NAICS
711,"Performing Arts, Spectator Sports, and Related IndustriesT","Performing Arts, Spectator Sports, and Related IndustriesT",NAICS
7111,Performing Arts CompaniesT,Performing Arts CompaniesT,NAICS
71111,Theater Companies and Dinner TheatersT,Theater Companies and Dinner TheatersT,NAICS
711110,Theater Companies and Dinner Theaters,Theater Companies and Dinner Theaters,NAICS
71112,Dance CompaniesT,Dance CompaniesT,NAICS
711120,Dance Companies,Dance Companies,NAICS
71113,Musical Groups and ArtistsT,Musical Groups and ArtistsT,NAICS
711130,Musical Groups and Artists,Musical Groups and Artists,NAICS
71119,Other Performing Arts CompaniesT,Other Performing Arts CompaniesT,NAICS
711190,Other Performing Arts Companies,Other Performing Arts Companies,NAICS
7112,Spectator SportsT,Spectator SportsT,NAICS
71121,Spectator SportsT,Spectator SportsT,NAICS
711211,Sports Teams and Clubs,Sports Teams and Clubs,NAICS
711212,Racetracks,Racetracks,NAICS
711219,Other Spectator Sports,Other Spectator Sports,NAICS
7113,"Promoters of Performing Arts, Sports, and Similar EventsT","Promoters of Performing Arts, Sports, and Similar EventsT",NAICS
71131,"Promoters of Performing Arts, Sports, and Similar Events with FacilitiesT","Promoters of Performing Arts, Sports, and Similar Events with FacilitiesT",NAICS
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities","Promoters of Performing Arts, Sports, and Similar Events with Facilities",NAICS
71132,"Promoters of Performing Arts, Sports, and Similar Events without FacilitiesT","Promoters of Performing Arts, Sports, and Similar Events without FacilitiesT",NAICS
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities","Promoters of Performing Arts, Sports, and Similar Events without Facilities",NAICS
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public FiguresT","Agents and Managers for Artists, Athletes, Entertainers, and Other Public FiguresT",NAICS
71141,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public FiguresT","Agents and Managers for Artists, Athletes, Entertainers, and Other Public FiguresT",NAICS
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",NAICS
7115,"Independent Artists, Writers, and PerformersT","Independent Artists, Writers, and PerformersT",NAICS
71151,"Independent Artists, Writers, and PerformersT","Independent Artists, Writers, and PerformersT",NAICS
711510,"Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers",NAICS
712,"Museums, Historical Sites, and Similar InstitutionsT","Museums, Historical Sites, and Similar InstitutionsT",NAICS
7121,"Museums, Historical Sites, and Similar InstitutionsT","Museums, Historical Sites, and Similar InstitutionsT",NAICS
71211,MuseumsT,MuseumsT,NAICS
712110,Museums,Museums,NAICS
71212,Historical SitesT,Historical SitesT,NAICS
712120,Historical Sites,Historical Sites,NAICS
71213,Zoos and Botanical GardensT,Zoos and Botanical GardensT,NAICS
712130,Zoos and Botanical Gardens,Zoos and Botanical Gardens,NAICS
71219,Nature Parks and Other Similar InstitutionsT,Nature Parks and Other Similar InstitutionsT,NAICS
712190,Nature Parks and Other Similar Institutions,Nature Parks and Other Similar Institutions,NAICS
713,"Amusement, Gambling, and Recreation IndustriesT","Amusement, Gambling, and Recreation IndustriesT",NAICS
7131,Amusement Parks and ArcadesT,Amusement Parks and ArcadesT,NAICS
71311,Amusement and Theme ParksT,Amusement and Theme ParksT,NAICS
713110,Amusement and Theme Parks,Amusement and Theme Parks,NAICS
71312,Amusement ArcadesT,Amusement ArcadesT,NAICS
713120,Amusement Arcades,Amusement Arcades,NAICS
7132,Gambling IndustriesT,Gambling IndustriesT,NAICS
71321,Casinos (except Casino Hotels)T,Casinos (except Casino Hotels)T,NAICS
713210,Casinos (except Casino Hotels),Casinos (except Casino Hotels),NAICS
71329,Other Gambling IndustriesT,Other Gambling IndustriesT,NAICS
713290,Other Gambling Industries,Other Gambling Industries,NAICS
7139,Other Amusement and Recreation IndustriesT,Other Amusement and Recreation IndustriesT,NAICS
71391,Golf Courses and Country ClubsT,Golf Courses and Country ClubsT,NAICS
713910,Golf Courses and Country Clubs,Golf Courses and Country Clubs,NAICS
71392,Skiing FacilitiesT,Skiing FacilitiesT,NAICS
713920,Skiing Facilities,Skiing Facilities,NAICS
71393,MarinasT,MarinasT,NAICS
713930,Marinas,Marinas,NAICS
71394,Fitness and Recreational Sports CentersT,Fitness and Recreational Sports CentersT,NAICS
713940,Fitness and Recreational Sports Centers,Fitness and Recreational Sports Centers,NAICS
71395,Bowling CentersT,Bowling CentersT,NAICS
713950,Bowling Centers,Bowling Centers,NAICS
71399,All Other Amusement and Recreation IndustriesT,All Other Amusement and Recreation IndustriesT,NAICS
713990,All Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,NAICS
72,Accommodation and Food Services,Accommodation and Food Services,NAICS
721,AccommodationT,AccommodationT,NAICS
7211,Traveler AccommodationT,Traveler AccommodationT,NAICS
72111,Hotels (except Casino Hotels) and MotelsT,Hotels (except Casino Hotels) and MotelsT,NAICS
721110,Hotels (except Casino Hotels) and Motels,Hotels (except Casino Hotels) and Motels,NAICS
72112,Casino HotelsT,Casino HotelsT,NAICS
721120,Casino Hotels,Casino Hotels,NAICS
72119,Other Traveler AccommodationT,Other Traveler AccommodationT,NAICS
721191,Bed-and-Breakfast Inns,Bed-and-Breakfast Inns,NAICS
721199,All Other Traveler Accommodation,All Other Traveler Accommodation,NAICS
7212,RV (Recreational Vehicle) Parks and Recreational CampsT,RV (Recreational Vehicle) Parks and Recreational CampsT,NAICS
72121,RV (Recreational Vehicle) Parks and Recreational CampsT,RV (Recreational Vehicle) Parks and Recreational CampsT,NAICS
721211,RV (Recreational Vehicle) Parks and Campgrounds,RV (Recreational Vehicle) Parks and Campgrounds,NAICS
721214,Recreational and Vacation Camps (except Campgrounds),Recreational and Vacation Camps (except Campgrounds),NAICS
7213,"Rooming and Boarding Houses, Dormitories, and Workers' CampsT","Rooming and Boarding Houses, Dormitories, and Workers' CampsT",NAICS
72131,"Rooming and Boarding Houses, Dormitories, and Workers' CampsT","Rooming and Boarding Houses, Dormitories, and Workers' CampsT",NAICS
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps","Rooming and Boarding Houses, Dormitories, and Workers' Camps",NAICS
722,Food Services and Drinking PlacesT,Food Services and Drinking PlacesT,NAICS
7223,Special Food ServicesT,Special Food ServicesT,NAICS
72231,Food Service ContractorsT,Food Service ContractorsT,NAICS
722310,Food Service Contractors,Food Service Contractors,NAICS
72232,CaterersT,CaterersT,NAICS
722320,Caterers,Caterers,NAICS
72233,Mobile Food ServicesT,Mobile Food ServicesT,NAICS
722330,Mobile Food Services,Mobile Food Services,NAICS
7224,Drinking Places (Alcoholic Beverages)T,Drinking Places (Alcoholic Beverages)T,NAICS
72241,Drinking Places (Alcoholic Beverages)T,Drinking Places (Alcoholic Beverages)T,NAICS
722410,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),NAICS
7225,Restaurants and Other Eating Places,Restaurants and Other Eating Places,NAICS
72251,Restaurants and Other Eating Places,Restaurants and Other Eating Places,NAICS
722511,Full-Service Restaurants,Full-Service Restaurants,NAICS
722513,Limited-Service Restaurants,Limited-Service Restaurants,NAICS
722514,"Cafeterias, Grill Buffets, and Buffets","Cafeterias, Grill Buffets, and Buffets",NAICS
722515,Snack and Nonalcoholic Beverage Bars,Snack and Nonalcoholic Beverage Bars,NAICS
81,Other Services (except Public Administration),Other Services (except Public Administration),NAICS
811,Repair and MaintenanceT,Repair and MaintenanceT,NAICS
8111,Automotive Repair and MaintenanceT,Automotive Repair and MaintenanceT,NAICS
81111,Automotive Mechanical and Electrical Repair and MaintenanceT,Automotive Mechanical and Electrical Repair and MaintenanceT,NAICS
811111,General Automotive Repair,General Automotive Repair,NAICS
811114,Specialized Automotive Repair,Specialized Automotive Repair,NAICS
81112,"Automotive Body, Paint, Interior, and Glass Repair","Automotive Body, Paint, Interior, and Glass Repair",NAICS
811121,"Automotive Body, Paint, and Interior Repair and Maintenance","Automotive Body, Paint, and Interior Repair and Maintenance",NAICS
811122,Automotive Glass Replacement Shops,Automotive Glass Replacement Shops,NAICS
81119,Other Automotive Repair and MaintenanceT,Other Automotive Repair and MaintenanceT,NAICS
811191,Automotive Oil Change and Lubrication Shops,Automotive Oil Change and Lubrication Shops,NAICS
811192,Car Washes,Car Washes,NAICS
811198,All Other Automotive Repair and Maintenance,All Other Automotive Repair and Maintenance,NAICS
8112,Electronic and Precision Equipment Repair and MaintenanceT,Electronic and Precision Equipment Repair and MaintenanceT,NAICS
81121,Electronic and Precision Equipment Repair and MaintenanceT,Electronic and Precision Equipment Repair and MaintenanceT,NAICS
811210,Electronic and Precision Equipment Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,NAICS
8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and MaintenanceT,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and MaintenanceT,NAICS
81131,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and MaintenanceT,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and MaintenanceT,NAICS
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,NAICS
8114,Personal and Household Goods Repair and MaintenanceT,Personal and Household Goods Repair and MaintenanceT,NAICS
81141,Home and Garden Equipment and Appliance Repair and MaintenanceT,Home and Garden Equipment and Appliance Repair and MaintenanceT,NAICS
811411,Home and Garden Equipment Repair and Maintenance,Home and Garden Equipment Repair and Maintenance,NAICS
811412,Appliance Repair and Maintenance,Appliance Repair and Maintenance,NAICS
81142,Reupholstery and Furniture RepairT,Reupholstery and Furniture RepairT,NAICS
811420,Reupholstery and Furniture Repair,Reupholstery and Furniture Repair,NAICS
81143,Footwear and Leather Goods Repair,Footwear and Leather Goods Repair,NAICS
811430,Footwear and Leather Goods Repair,Footwear and Leather Goods Repair,NAICS
81149,Other Personal and Household Goods Repair and MaintenanceT,Other Personal and Household Goods Repair and MaintenanceT,NAICS
811490,Other Personal and Household Goods Repair and Maintenance,Other Personal and Household Goods Repair and Maintenance,NAICS
812,Personal and Laundry Services,Personal and Laundry Services,NAICS
8121,Personal Care Services,Personal Care Services,NAICS
81211,"Hair, Nail, and Skin Care Services","Hair, Nail, and Skin Care Services",NAICS
812111,Barber Shops,Barber Shops,NAICS
812112,Beauty Salons,Beauty Salons,NAICS
812113,Nail Salons,Nail Salons,NAICS
81219,Other Personal Care Services,Other Personal Care Services,NAICS
812191,Diet and Weight Reducing Centers,Diet and Weight Reducing Centers,NAICS
812199,Other Personal Care Services,Other Personal Care Services,NAICS
8122,Death Care Services,Death Care Services,NAICS
81221,Funeral Homes and Funeral Services,Funeral Homes and Funeral Services,NAICS
812210,Funeral Homes and Funeral Services,Funeral Homes and Funeral Services,NAICS
81222,Cemeteries and Crematories,Cemeteries and Crematories,NAICS
812220,Cemeteries and Crematories,Cemeteries and Crematories,NAICS
8123,Drycleaning and Laundry Services,Drycleaning and Laundry Services,NAICS
81231,Coin-Operated Laundries and Drycleaners,Coin-Operated Laundries and Drycleaners,NAICS
812310,Coin-Operated Laundries and Drycleaners,Coin-Operated Laundries and Drycleaners,NAICS
81232,Drycleaning and Laundry Services (except Coin-Operated),Drycleaning and Laundry Services (except Coin-Operated),NAICS
812320,Drycleaning and Laundry Services (except Coin-Operated),Drycleaning and Laundry Services (except Coin-Operated),NAICS
81233,Linen and Uniform Supply,Linen and Uniform Supply,NAICS
812331,Linen Supply,Linen Supply,NAICS
812332,Industrial Launderers,Industrial Launderers,NAICS
8129,Other Personal Services,Other Personal Services,NAICS
81291,Pet Care (except Veterinary) Services,Pet Care (except Veterinary) Services,NAICS
812910,Pet Care (except Veterinary) Services,Pet Care (except Veterinary) Services,NAICS
81292,Photofinishing,Photofinishing,NAICS
812921,Photofinishing Laboratories (except One-Hour),Photofinishing Laboratories (except One-Hour),NAICS
812922,One-Hour Photofinishing,One-Hour Photofinishing,NAICS
81293,Parking Lots and Garages,Parking Lots and Garages,NAICS
812930,Parking Lots and Garages,Parking Lots and Garages,NAICS
81299,All Other Personal Services,All Other Personal Services,NAICS
812990,All Other Personal Services,All Other Personal Services,NAICS
813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Religious, Grantmaking, Civic, Professional, and Similar Organizations",NAICS
8131,Religious Organizations,Religious Organizations,NAICS
81311,Religious Organizations,Religious Organizations,NAICS
813110,Religious Organizations,Religious Organizations,NAICS
8132,Grantmaking and Giving Services,Grantmaking and Giving Services,NAICS
81321,Grantmaking and Giving Services,Grantmaking and Giving Services,NAICS
813211,Grantmaking Foundations,Grantmaking Foundations,NAICS
813212,Voluntary Health Organizations,Voluntary Health Organizations,NAICS
813219,Other Grantmaking and Giving Services,Other Grantmaking and Giving Services,NAICS
8133,Social Advocacy Organizations,Social Advocacy Organizations,NAICS
81331,Social Advocacy Organizations,Social Advocacy Organizations,NAICS
813311,Human Rights Organizations,Human Rights Organizations,NAICS
813312,"Environment, Conservation and Wildlife Organizations","Environment, Conservation and Wildlife Organizations",NAICS
813319,Other Social Advocacy Organizations,Other Social Advocacy Organizations,NAICS
8134,Civic and Social Organizations,Civic and Social Organizations,NAICS
81341,Civic and Social Organizations,Civic and Social Organizations,NAICS
813410,Civic and Social Organizations,Civic and Social Organizations,NAICS
8139,"Business, Professional, Labor, Political, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations",NAICS
81391,Business Associations,Business Associations,NAICS
813910,Business Associations,Business Associations,NAICS
81392,Professional Organizations,Professional Organizations,NAICS
813920,Professional Organizations,Professional Organizations,NAICS
81393,Labor Unions and Similar Labor Organizations,Labor Unions and Similar Labor Organizations,NAICS
813930,Labor Unions and Similar Labor Organizations,Labor Unions and Similar Labor Organizations,NAICS
81394,Political Organizations,Political Organizations,NAICS
813940,Political Organizations,Political Organizations,NAICS
81399,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",NAICS
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",NAICS
814,Private HouseholdsT,Private HouseholdsT,NAICS
8141,Private HouseholdsT,Private HouseholdsT,NAICS
81411,Private HouseholdsT,Private HouseholdsT,NAICS
814110,Private Households,Private Households,NAICS
92,Public Administration,Public Administration,NAICS
921,"Executive, Legislative, and Other General Government Support","Executive, Legislative, and Other General Government Support",NAICS
9211,"Executive, Legislative, and Other General Government Support","Executive, Legislative, and Other General Government Support",NAICS
92111,Executive Offices,Executive Offices,NAICS
921110,Executive Offices,Executive Offices,NAICS
92112,Legislative Bodies,Legislative Bodies,NAICS
921120,Legislative Bodies,Legislative Bodies,NAICS
92113,Public Finance Activities,Public Finance Activities,NAICS
921130,Public Finance Activities,Public Finance Activities,NAICS
92114,"Executive and Legislative Offices, Combined","Executive and Legislative Offices, Combined",NAICS
921140,"Executive and Legislative Offices, Combined","Executive and Legislative Offices, Combined",NAICS
92115,American Indian and Alaska Native Tribal Governments,American Indian and Alaska Native Tribal Governments,NAICS
921150,American Indian and Alaska Native Tribal Governments,American Indian and Alaska Native Tribal Governments,NAICS
92119,Other General Government Support,Other General Government Support,NAICS
921190,Other General Government Support,Other General Government Support,NAICS
922,"Justice, Public Order, and Safety Activities","Justice, Public Order, and Safety Activities",NAICS
9221,"Justice, Public Order, and Safety Activities","Justice, Public Order, and Safety Activities",NAICS
92211,Courts,Courts,NAICS
922110,Courts,Courts,NAICS
92212,Police Protection,Police Protection,NAICS
922120,Police Protection,Police Protection,NAICS
92213,Legal Counsel and Prosecution,Legal Counsel and Prosecution,NAICS
922130,Legal Counsel and Prosecution,Legal Counsel and Prosecution,NAICS
92214,Correctional Institutions,Correctional Institutions,NAICS
922140,Correctional Institutions,Correctional Institutions,NAICS
92215,Parole Offices and Probation Offices,Parole Offices and Probation Offices,NAICS
922150,Parole Offices and Probation Offices,Parole Offices and Probation Offices,NAICS
92216,Fire Protection,Fire Protection,NAICS
922160,Fire Protection,Fire Protection,NAICS
92219,"Other Justice, Public Order, and Safety Activities","Other Justice, Public Order, and Safety Activities",NAICS
922190,"Other Justice, Public Order, and Safety Activities","Other Justice, Public Order, and Safety Activities",NAICS
923,Administration of Human Resource Programs,Administration of Human Resource Programs,NAICS
9231,Administration of Human Resource Programs,Administration of Human Resource Programs,NAICS
92311,Administration of Education Programs,Administration of Education Programs,NAICS
923110,Administration of Education Programs,Administration of Education Programs,NAICS
92312,Administration of Public Health Programs,Administration of Public Health Programs,NAICS
923120,Administration of Public Health Programs,Administration of Public Health Programs,NAICS
92313,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)","Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",NAICS
